7.180
4.500
2.700
8.230
9.360
7.810
6.300
5.030
5.160
5.610
5.840
5.790
4.680
4.320
6.470
4.880
4.570
5.440
8.460
6.700
7.620
6.860
4.970
7.740
3.660
3.830
4.060
3.260
4.200
6.040
7.557
3.569
1.127
7.980
7.720
7.368
6.201
4.983
5.974
3.799
4.225
5.461
6.730
4.704
4.836
3.068
4.637
4.851
6.665
5.559
6.334
5.990
5.949
7.608
4.135
4.758
5.148
5.263
3.547
5.582
